id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
a7d87b2706e2a3a3,"Stalking 
I asked you to stop bothering me.  You then posted more drivel on my talk page.  Unlike your cowardly 'running off to teacher', I'll give you fair warning - add anything else and I'll involve an admin to have you stopped.  You are an obsessive, little weirdo - go away.",0,0,0,0,0,0
e149f095d0341322,"""

I'm not requesting a removal of the block.  Thanks for the wonderful """"benefit of the doubt"""" offer.    """,0,0,0,0,0,0
db54dce2b1f1dd46,"gonna get you... 

...you giant twat faced prick!!! 86.179.113.103",1,0,1,0,0,0
20f1641b185ab90d,""", 27 May 2014 (UTC)

Re. """"Neither of these quotes are out of context and both represent how historians consider John Punch.""""  By """"historians,"""" I assume you mean more than one, as in """"two.""""  I don't know how you know that any single other historian on earth agrees with the statement, verbatim, """"first official slave in the English colonies.""""  They'd be pretty stupid if they did.  The first official slaves in the English colonies were in the Sugar Islands, where slavery was legislated before 1640.  That is what I mean - at least one example of - when I say """"out of context.""""  You are presuming, which I believe it considered OR.  And I could care less what you or WP think about emails from authors.  It satisfied me, and that, alone, is enough for me.  Stop pretending you are better than everyone else.  Have you corrected the tags I """"bombarded"""" the article with yet?  I am not deterred by rodents.  Have you corrected the citation errors  told you about yet?  Stop lecturing and start repairing the injuries you create.    23:50""",0,0,0,0,0,0
926faeb2fb7028a9,", Armenian language and alphabet doesn't have official status in Turkey, but look at here , Armenian name of this city has been written",0,0,0,0,0,0
a0b53659cb7bb5a2,"""
No problem as soon as you find """"some"""" sources who specifically state that """"white"""" is not offensive when used to describe caucasians. Guess what. You want find those sources because they don't exist. The fact that not all of your own references describe the term as """"offensive"""" is evidence that the term is not considered offensive by some and perhaps most.  """,0,0,0,0,0,0
f1a4f623cc43cf92,", 29 May 2014 (UTC)
  12:03",0,0,0,0,0,0
acb82e4e3ad36645,"""===Notability===
Is this book notable?  There is no mention of it's relation to the main King Arthur legend.  Also, if it is a children's book, then why is the plot so long?  Is it rather a chapter book and therefore not a children's book?  And again if so why is it special?                     ~Rayvn  """,0,0,0,0,0,0
b183c34ad3b9ed08,"fuck 

you son of a bitch your sıde make us creasy you and your sıde78.162.97.250",1,0,1,0,1,0
dcaa3f8a76fe4e55,"hi 

u can delete it was a mistake",0,0,0,0,0,0
33500cc8b4b64933,"""

 Response 

1. Photo selection: On 3/15/07, I trimmed his four photos down to what I felt was the most representative one, even though trimming them to zero makes more common sense.  What did I do to balance out this trimming?  In the external links section, I added a link to Shankbone's gallery in Wiki Commons, which features all four pics.  Hence anyone can see all four photos with the click of a button.  """"Chivalry is truly not dead,"""" you say to yourselves.  (I even left the gallery/centered HTML around it, so that it'd be positioned right in the center for all to see, not off to one side.)  What does Shankbone then do?  He adds his other three photos back, and slyly keeps the link which I had added to his pics at the Commons.  His reasoning is that """"One photograph in a gallery looks odd.""""  He could have simply reverted to the prior version, but he looked over my changes and then only kept the one change that benefited him. He keeps talking about how he wants to compromise and work with other users, but every chance he gets, he puts himself above all other considerations and still refuses to cooperate. Why would he have even made the Commons gallery unless he understood that his photos were not main-article-worthy?  He made the Commons gallery in the first place since he correctly reasoned that that was a better location for them.  Now he has told me he will do his best to have me blocked from editing this article any further.

Back to what I previously brought up about him using this article for careerist purposes.  Why did he put his full name in the title of each of the .jpg files he uploaded?  (Roll your mouse over the photos, or attempt to download them to your hard drive, if you don't know what I'm talking about.)  That's unheard-of.  Unless, that is, he wants a lot of people to download them, and have his name conveniently attached in the file name, in case said downloaders ever want to contact the photographer and offer him $ to reprint them... 

How can he get as many people as possible to download them?  By making them as racy as possible, of course.  The point is: He could have posted clothed pictures without his name in them.  Or racy pictures without his name in them.  Or clothed ones with his name in them.  None of those possibilities would have raised the serious ethical questions that have been voiced here by multiple users.

2. Slant of article: Tara Subkoff is a professional actress. She designs (or designed, since IOC is apparently defunct) clothes on the side, though actually all she does is modify existing ones with the help of a partner.  Her entire varied, and usually quite daring, 13-year film career is reduced to this line of text: """"She has acted in over a dozen movies."""" (Technically, that counts as zero descriptive lines of her actual roles or of accolades she has received.)  However, one fashion show of hers, which took place over maybe a 2-hour span at most, is represented by around two thirds of the descriptive text in this article.  Does that seem right to anyone?  I'd like for even one Wikipedia user to lay out for me how this is correct.  Someone who had never previously heard of Subkoff would think that the U.S. media had some sort of frenzy over this one show she put on, and that her acting is so subpar as to deserve approximately 0.0 to 0.5 words per film role.  (And 100% of the two """"references"""" that he hastily added to this article are about this one-time event.)  Shankbone has consistently and subtly altered the emphasis of this article towards proving his point of view, at the expense of doing Subkoff's career justice.  In science, an experiment is never undertaken with the intent of molding the results towards proving one pre-desired hypothesis.  Any scientist who does so is branded as a sham and generally stripped of his tenure/degree/etc.  This is known as the scientific method, and has been followed for centuries.  Wikipedia was designed to be laid out in a very cold and scientific manner, to dispense nothing other than actual facts about certain objects and entities.  It's not an arena for positing one's own spin on objects and entities.  If you don't like cold and non-biased data, then Wikipedia isn't the place for you.  I often go to entries on my favorite bands/movies/etc. (and I'm even talking about ones that have drastically changed my life, or bands that I like enough to have interviewed them in the past) and delete anything with even the tiniest whiff of favoritism.

3. Style.com link: I went to the style.com link that Shankbone provided.  This link simply reinforces my position.  What it shows is 36 pictures of this event.  The models are topless in 6 of the pictures.  The models are fully clothed in 30 of the pictures.  Tell me how Shankbone's four topless pics provide an accurate overview of",0,0,0,0,0,0
266ead45c096989a,"""

Ha Ha other pepole who use this IP address and make so called """"good"""" edits (witch means if you dont kiss the pepole who own the pages IE: Eternal Pink masamage and other puffs own sailor moon pages you get banned)""",0,0,0,0,0,0
71ba8771a488ffbd,"""

Geographically, no matter how you look at it, we are not part of Asia but are our own continent. Heck, other continents such as Europe and Africa actually touch the continent of Asia, something that Australia does not do. Now, no one would ever claim that """"Europe and Africa are geographically Asian"""". Even the North American continent (tip of Alaska) has a point almost touching Asian continent.   

""",0,0,0,0,0,0
34900caf49433e0f,It works fine on mine.,0,0,0,0,0,0
6de4df0fb7df7a24,"Image source
You're half right about the source tag you removed from the album cover.  Fair use images must have a source.  However, the source it the album cover (doh!).  So yes, this image doesn't need additional source information.  Not as I understand it, anyway.",0,0,0,0,0,0
25b341e89237027f,Oh nvm.. I just realized this was prob just b/c of an ip change from my provider,0,0,0,0,0,0
47a0b499f1277d23,"Oh hello again yamla. No actually im still having fun.  Right now I am laughing, at you! and its great.  if only you could see me, im having a whale of a time.  hahahaha!:)",0,0,0,0,0,0
3e02e83c6fdd75bc,It means wikipedia editors are possibly implicated in White House propaganda. Wikipedia itself is possibly implicated - putting your head in the sand about this and imagining that wikipedia is not implicated in what goes on in the real world is very naive indeed.,0,0,0,0,0,0
c1113a3426c77cb0,consider creating an account for yourself so you can avoid further irrelevant notices.'',0,0,0,0,0,0
023e413fea56a62f,"""

Here are the diffs of his edits from that report:

 

 | Talk """,0,0,0,0,0,0
607ab64d53c6f3ed,Some of the tourists were affluent Jakartans. The fish-serving warungs are in all the guide books. —,0,0,0,0,0,0
3065e22d470d1660,"This is quite literally the most poorly worded Wikipedia article I have ever encountered.  I understand that English may have been anything but a native language to some of the contributors, but this article could use some editorial assistance from someone who is fluent in both English and the subject matter.",0,0,0,0,0,0
6e7fe9f2ee58f053,"Uncited edits, which definitely need references, as well as having NPOV issues.",0,0,0,0,0,0
61dabca3de0e1115,"Thank you for experimenting with the page Islam on Wikipedia. Your test worked, and has been reverted or removed. Please use the sandbox for any other tests you want to do. Take a look at the welcome page if you would like to learn more about contributing to our encyclopedia.   (Talk)",0,0,0,0,0,0
3c8116b47a47f669,Support as per the policy Wikipedia:Article titles#Use commonly recognizable names and the guideline Wikipedia:Naming conventions (ethnicities and tribes). The section Wikipedia:Article titles#Precision also applies given that Alutiiq is a redirect here. There is no need to redo any guideline as it already supports the un-disabiguated title.,0,0,0,0,0,0
efda864118bf43a0,|class=C|importance=Low |season=yes |England=yes,0,0,0,0,0,0
a659b32895edf8be,"""
Ban one side of an argument by a bullshit nazi admin and you get no discussion because the islamist editors feel they """"won"""".""",1,0,1,0,1,0
2f71d9445d7ee1cd,"Official portrait
Hello, a answer was one phone call away. A new official portrait will be downloadable this week, likely as soon as tomorrow. Please use it and not the snapshot. -",0,0,0,0,0,0
1567b68b2cc4ee9e,"""
When I give the exact things that need to be removed, you don't have to """"look"""" for unencylopedic material, you just delete the things already mention. If you anted to improve the encyclopedia the list is already there, just follow the directions. If not, well then whatever. 

""",0,0,0,0,0,0
3f620ae041a8f38e,Not for russian sovietic socks like Zserghei.,0,0,0,0,0,0
38b9356015fb7644,"For three weeks the claim by several people that the section was out of balance had been standing unchallenged. Wouldn't you call this a consensus? The scientific POV was about six times the length of the pro-astrology POV. I have cut the former down to remain at twice the latter, so it was still a very moderate change. Clearly the scientific POV will need to be condensed and the pro-astrology POV will need to be detailed to achieve balance.
 I would also like to understand why you felt that you needed to react so suddenly to my edit. I waited for three weeks before implementing a change supported by the Talk page, while you waited a total of 11 minutes to go against the Talk page without discussion. To your credit, you are now open to discussion rather than going into a revert war. Thanks for that!",0,0,0,0,0,0
c5e57dc022714402,"Newtman, your talking about my bias, laugable. Why dont you take your Jewish/Pro Israeli/Anti-Palestinians bias elsewhere, before finger pointing. Your a Jew, like most of the peoeple here, obviously there going to say that, thus you are bias in your opinion (and please dont deny it). Why dont you look at it from the Palestinians POV. All practising Jews would believe it is, just like some Jews believe there not doing anything wrong by continously building illegal settlement! Why isnt there a section on that, its been in the news alot, and israel have been condemned for not stopping it, why dont you talk about that! Your a zionist Jew, and a fasicst! Mind the personal attacks, because you were the one that started it, with your ridicilous response! I think there should also be a section, on Israeli propaganda on Net, by Israelis, which by most likely hood would be funded by there degracefull and corrupt leaders. In fact, there should be a section of that also, Corrption. Countless allegations against the heads of states, not a mention! Im glad im not in a country like Israel, which practises mass punishment, and claims to be democratic under a false pretenses. Why was Mordechai Vanunu kidnapped by the Mossad in Italy! Corruption he fed deep with in the Israeli Admin. Be ashamed! Write about that (Anna)",0,0,0,0,0,0
d3e7da1f92851819,"January 2007 (UTC)

Please keep an eye on  who appeared mid January and immediately immersed in editing the black fraternities and of course Sigma Pi Phi.  User also seems quite familiar with wiki policies, creating templates and categories, etc. a great feat for a new user. 18:37, 27",0,0,0,0,0,0
103cb7f92577ba80,"Block
If you keep reverting Wesley Holiday, with senseless edits you will be blocked.",0,0,0,0,0,0
fb5b3c0d7c0e1103,"Please stop removing content from Wikipedia; it is considered vandalism.  If you want to experiment, please use the sandbox. Thank you. -",0,0,0,0,0,0
a07539c160ce57e5,"How could the capital of Israel not be part of Israel, you fucking brainwashed Arab dumbass.",1,1,1,0,1,1
75f7023d5b4a4f52,"(In regards to Battle of Stalingrad article, eg this edit)",0,0,0,0,0,0
d9801f3ec4a94718,"""

 Yeah, right! 

The fellow English user calling him """"Ruhrfisch"""" is also a genuine sock-puppet of the German Admin who has stolen the name of the famous comic-artist """"Jamiri"""".

It's painful, but there's a whole lot of traitors inside the system (once you have spotted them)37.230.15.218  """,0,0,0,0,0,0
32d5be2bd409cce0,"dna tests/ancient egyptians 

Hi

Do you have any citations to articles about the DNA tests performed on ancient egyptians?

Thanks",0,0,0,0,0,0
0ebd98d6cd9b2db0,"Fixed all issues, if I have the time to do so, I'll look for more info later this week. –'''''''''' (talk / contribs)",0,0,0,0,0,0
7381300aa94af08f,"""

Like I said, I thought you had quit and had a pathetic hissy fit. In fact you did. In fact take some advice, free of charge. Next time you throw a hissy fit and flounce of in a petulant, childish, huff try going for longer than a couple of days. It just looks so unseemly otherwise. Like it was an ego trip to get a few people to say """"don't leave, we need you"""" and massage an otherwise fragile ego. Also suggest you read the link you referred to yourself as it does seem rather fitting for you   """,0,0,0,0,0,0
3d161dba861a1a48,"""
Oppose. It is about more than just Wall Street. | talk to me """,0,0,0,0,0,0
211029bb7b02dddb,"Responce 

Why is it funny because I'm right? You're a peace of crap Shawn. I know I'm right because you had nothing to come back. So go have fun being broken by your corporate masters.",1,0,0,0,0,0
8fb5514b599c7e6b,"""

I would be more careful in using """"Middle Ages"""" as it can be understood as 400-1500 CE. And, was there different periods, such as United Norway in Viking Age, christianization of Norway, Strengthened kingdom, civil wars, Norway in High Middle Ages.""",0,0,0,0,0,0
7075d72fa41ee595,see also project: WikiProject Tango,0,0,0,0,0,0
21fa434aad2b8b33,"Looking through your contributions I found this:

However, the editor to whom you wrote has also been blocked by the blocking administrator, so my request to you still stands.",0,0,0,0,0,0
d34c90fc156616e9,"Geller spread the following conspiracy theories:
Osama bin Laden's death was not ordered by President Obama but by a coup inside the White House.
The Boston Marathon bombing was a grand conspiracy (Geller followed Glenn Beck's lead on this one.)
The Paris Hebdo massacre was a larger conspiracy by Jews who wanted to frame Muslims.
The Park51 Islamic Center was a conspiracy to increase the power and influence of right-wing Islamic fundamentalists.
President Obama's true birthplace is being kept from the public.
She has been described many times as a conspiracy theorist.",0,0,0,0,0,0
4c447b30e01d4b63,"""

 Was Diem a gay homosexual dictator? 
He never had any female companion whatsoever. He was definitely gayer than a sparkling vampire. 71.129.62.14   —Preceding undated comment added  """,1,0,0,0,1,0
c767d3f0984bb303,"STOP VANDALIZING MY PAGE! YOU STARTED THIS< NOW END IT! ONCE YOU STOP! I WILL STOP! STOP VANDALZING MY PAGE!  
STOP VANDALIZING MY PAGE! YOU STARTED THIS< NOW END IT! ONCE YOU STOP! I WILL STOP! STOP VANDALZING MY PAGE!  
STOP VANDALIZING MY PAGE! YOU STARTED THIS< NOW END IT! ONCE YOU STOP! I WILL STOP! STOP VANDALZING MY PAGE!  
STOP VANDALIZING MY PAGE! YOU STARTED THIS< NOW END IT! ONCE YOU STOP! I WILL STOP! STOP VANDALZING MY PAGE!  
STOP VANDALIZING MY PAGE! YOU STARTED THIS< NOW END IT! ONCE YOU STOP! I WILL STOP! STOP VANDALZING MY PAGE!  

How many times do I need to repeat myself????",0,0,0,0,0,0
a4173676bf52f518,"Okay then, but as a result his exact date of date could be mentioned and wikified 5 times in the article: strange. Extremely sexy",0,0,0,0,0,0
ded04e10f422f525,"you poo poo 

Stop changing my things poo poo kibera city for life",1,0,0,0,0,0
4cef1af1e4af3fd5,Wallaba's truncated-sphere shockwave  how its _supposed_ to be done:,0,0,0,0,0,0
243bf497a426ef3f,"""

 Calling for a movement to eliminate Biritsh spelling on wikipedia 

This is a very serious issue that needs to be confronted. It is not professional, non-NPOV, and inconsistent that we have some articles with British spelling, and others without. There are even some articles that deal with something thats exclusively American, such as the White House for example, that have some words spelled the British way. This should not be, and there should be some uniformity if we wish to have a professional and reliable encyclopedia.

Britian is the only English-speaking country that uses their own unique variation of the English language, and in British contexts, that's usually fine. But every other English-speaking country used the standard spelling, which is generally based on how the word actually sounds, and that should be the standard that Wikipedia uses. It makes absolutely no sense to use one country's variation of dialect, no matter how BIG, important, or """"popular"""" it is, and completely disregard the rest of the English-speaking world's orrect usage of the language. 

In fact, pretty much every article that contains a word that differs between the two dialects, the British version is favored. This, also, makes absolutely no sense. If the majority of a population speaks and/or writes a certain way, then it's institutions, endorsements, and websites should speak/write that certain way, too. It is understandable if this website was: www.wikpedia.co.uk, because that assumes that this is a primarily UK website. But, this website is: www.wikipedia.com, so it should follow the standard dialect that other """".com"""" use. 

This isn't in any way some sort of hate movement or opinion. This is an encyclopedia, and in encyclopedias, information must be consistent and reliable. Please take your time to think about this issue, for the uniformity of this encyclopedia will help ensure that the current and future quality standards will be upheld.

Thanks,
- """,0,0,0,0,0,0
38e510253dbd989a,"Unfortunately? Wow, that is the way for a good administrator to act. Now I see what is going on. I should have looked at this page before I apologized. As for Yamla, you're still causing trouble with me, aren't you? and now you're makign administrators make big mistakes and accusing people of things like this. Leave me alone Yamla before I contact another administrator about you",1,0,0,0,0,0
e8b28edb5e8c7c54,Because if it's not then it looks cheap and tacky.  That's the impression the segment gave for her.  To include it is really insulting to her.,0,0,0,0,0,0
a27366088ed5f35a,"""

 A kitten for you! 

Tokyogirl97, your recent editing work on Bend,Not Break is very impressive, helps a lot with a neutral tone on the controversy of this book. 

Hope you love the kitten I chose for you! I am a cat lover ))

  
""",0,0,0,0,0,0
f99ba4452e6c7985,Took out the part of him being on Lil' Wayne's Carter 3.  Chris is nowhere to be found on the album,0,0,0,0,0,0
7637f9873403abb8,"protection of an important template 

Hello, I noticed that this template is protected from edit to anyone:  
But this one:  is not even protected from non-registered users, it is a very important and complex template, and i think it's hardly going to need any changes, and even a minor edit can damage it. 
It is used on many articles about software (if not in most of them), and I think it should have some sort of protection, if not complete, at least parcial. (I didn't know if this is the right place, but I'm not very familiarized with wikipedia yet... and since you are an administrator... well, sorry if this an inconvinience...) Thank you.",0,0,0,0,0,0
a226e033b70d552d,"If he wants to be stubborn, let him be. Also it isn't sock puppeting more that it was set up to fight my 'case'",0,0,0,0,0,0
9cbca3fcad283939,oscillates between indepth serious stuff and frivolous celebrity entertainment schlock. It,0,0,0,0,0,0
81fe8303506d8c00,"And I'm telling you, nobody else has reported on the story and that guy wasn't in Salahadine itself but rather in that general area, and his reliability is not that great considering his 8 August claim which was proven to be false (when he indeed did say that he was in the district itself). And yes we can compromise on that, I was just starting to propose that same thing when you edit conflicted me.",0,0,0,0,0,0
99013d49f9ba21a0,"""

 Adoption Part 2 

Thanks for the notice on my talk page, Are you still looking to be adopted?   (talk) """,0,0,0,0,0,0
